"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","24","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","76","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","53","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","962","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","36","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Game/MegaPack/Charaters/ParagonGideon/Characters/Heroes/Gideon/Materials/M_Gideon_OuterRing_Particle.M_Gideon_OuterRing_Particle","0","284","20","2","648.620300","284","7468"
"/Game/MegaPack/Charaters/ParagonGideon/Characters/Heroes/Gideon/Materials/M_Gideon_Upperbody.M_Gideon_Upperbody","0","304","12","2","904.097290","304","8177"
"/Game/MegaPack/Charaters/ParagonGideon/Characters/Global/Hair/Materials/M_HairSheet_Master2.M_HairSheet_Master2","0","350","14","2","507.551392","350","12138"
"/Game/AdvancedMagicFX12/Materials/M_ky_dust02uni_4x4.M_ky_dust02uni_4x4","0","0","90","1","0.000000","0","0"
"/Game/AdvancedMagicFX12/Materials/M_ky_waterDust.M_ky_waterDust","0","0","192","1","0.000000","0","192"
"/Game/AdvancedMagicFX12/Materials/M_ky_shockwave07.M_ky_shockwave07","0","0","60","1","0.000000","0","0"
"/Game/MegaPack/Effects/AdvancedMagicFX13/Materials/M_ky_shockwave08.M_ky_shockwave08","0","0","60","1","0.000000","0","0"
"/Game/AdvancedMagicFX12/Materials/M_ky_empty.M_ky_empty","0","0","48","1","0.000000","0","48"
"/Game/AdvancedMagicFX12/Materials/M_ky_starDust.M_ky_starDust","0","0","288","3","0.000000","0","192"
"/Game/MegaPack/Effects/AdvancedMagicFX13/Materials/M_ky_gaseous03.M_ky_gaseous03","0","0","56","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/Masters/M_Add_Sprite_Master.M_Add_Sprite_Master","0","0","32","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/Masters/M_Add_Sprite_SubUV_Master.M_Add_Sprite_SubUV_Master","0","0","32","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/Masters/M_Trans_Sprite_Master_DepthFade.M_Trans_Sprite_Master_DepthFade","0","0","24","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/Masters/M_Add_Sprite_Master_DepthFade.M_Add_Sprite_Master_DepthFade","0","0","32","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/Masters/M_Opaque_MeshEmit_Emis_Master.M_Opaque_MeshEmit_Emis_Master","0","0","4","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/Masters/M_Trans_Sprite_SubUV_Master.M_Trans_Sprite_SubUV_Master","0","0","32","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/Masters/M_Trans_Sprite_Master.M_Trans_Sprite_Master","0","0","32","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_base_turbulence.M_ky_base_turbulence","0","0","40","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_smoke01.M_ky_smoke01","0","0","48","2","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_primitive_dyn2.M_ky_primitive_dyn2","0","0","90","2","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_primitive.M_ky_primitive","0","0","80","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_polar.M_ky_polar","0","0","144","4","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_flare_flash.M_ky_flare_flash","0","0","64","2","0.000000","0","0"
"/Game/AdvancedMagicFX12/Materials/M_ky_aura14.M_ky_aura14","0","0","126","2","0.000000","0","56"
"/Game/AdvancedMagicFX12/Materials/M_ky_base_turbulence.M_ky_base_turbulence","0","0","56","1","0.000000","0","56"
"/Game/AdvancedMagicFX12/Materials/M_ky_primitive.M_ky_primitive","0","0","112","1","0.000000","0","112"
"/Game/AdvancedMagicFX12/Materials/M_ky_dynDust.M_ky_dynDust","0","0","56","1","0.000000","0","56"
"/Game/AdvancedMagicFX12/Materials/M_ky_ice04.M_ky_ice04","0","0","80","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","63","1","0.000000","0","0"
"/Game/MegaPack/Effects/InfinityBladeEffects/Effects/FX_Materials/ICE/M_IceChunksBase.M_IceChunksBase","0","0","32","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/Masters/M_Trans_Sprite_SubUV_Master_DepthFade.M_Trans_Sprite_SubUV_Master_DepthFade","0","0","24","1","0.000000","0","0"
"/Game/Mannequin/Character/Materials/M_Male_Body.M_Male_Body","0","0","156","2","0.000000","0","0"
"/Game/MegaPack/Weapons/Weapon_Pack/Materials/Weapons/M_WeaponSet_1.M_WeaponSet_1","0","0","33","1","0.000000","0","0"
"/Game/AdvancedMagicFX12/Materials/M_ky_noiseSmoke2.M_ky_noiseSmoke2","0","0","56","1","0.000000","0","0"
"/Game/MegaPack/Effects/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Dirt_B.M_Dirt_B","0","0","84","1","0.000000","0","0"
"/Game/MegaPack/Effects/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Spark_C.M_Spark_C","0","0","24","1","0.000000","0","0"
"/Game/MegaPack/Effects/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Smoke_Wisp.M_Smoke_Wisp","0","0","84","1","0.000000","0","0"
"/Game/MegaPack/Effects/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Smoke_C.M_Smoke_C","0","0","84","1","0.000000","0","0"
"/Game/MegaPack/Effects/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Paper.M_Paper","0","0","84","1","0.000000","0","0"
"/Game/MegaPack/Effects/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Impact_A.M_Impact_A","0","0","24","1","0.000000","0","0"
"/Game/MegaPack/Effects/AdvancedMagicFX13/Materials/M_ky_line.M_ky_line","0","0","40","1","0.000000","0","0"
"/Game/MegaPack/Effects/AdvancedMagicFX13/Materials/M_ky_aura18.M_ky_aura18","0","0","60","1","0.000000","0","0"
"/Game/MegaPack/Effects/AdvancedMagicFX13/Materials/M_ky_primitive_dyn02.M_ky_primitive_dyn02","0","0","162","2","0.000000","0","90"
"/Game/MegaPack/Effects/AdvancedMagicFX13/Materials/M_ky_flare_flash.M_ky_flare_flash","0","0","112","2","0.000000","0","0"
"/Game/MegaPack/Effects/AdvancedMagicFX13/Materials/M_ky_fire03b.M_ky_fire03b","0","0","120","2","0.000000","0","0"
"/Game/MegaPack/Charaters/Saka_GHS/Material/m_saka_ghs_1003.m_saka_ghs_1003","0","0","24","1","0.000000","0","0"
"/Game/MegaPack/Charaters/Saka_GHS/Material/m_saka_ghs_1002.m_saka_ghs_1002","0","0","24","1","0.000000","0","0"
"/Game/MegaPack/Charaters/Saka_GHS/Material/m_saka_ghs_1001.m_saka_ghs_1001","0","0","24","1","0.000000","0","0"
"/Game/ProyectoX/arr/materials/Melee_Player.Melee_Player","0","0","8","1","0.000000","0","0"
"/Game/ProyectoX/arr/materials/Melee_Enemy.Melee_Enemy","0","0","8","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_empty.M_ky_empty","0","0","32","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_subUV_dynRGB.M_ky_subUV_dynRGB","0","0","32","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Mobile/ICE/M_Tornado_Ice_Trans.M_Tornado_Ice_Trans","0","0","50","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/Masters/M_Add_Sprite_2Sided_Master.M_Add_Sprite_2Sided_Master","0","0","40","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_Tornado_Fire_Trans_03.M_Tornado_Fire_Trans_03","0","0","50","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/Masters/M_Trans_Sprite_Master_Surface.M_Trans_Sprite_Master_Surface","0","0","112","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Smoke/M_FogSheet_Add_Ice_T3.M_FogSheet_Add_Ice_T3","0","0","8","1","0.000000","0","0"
"/Game/MegaPack/Charaters/Valhala_viking/materials/M_body.M_body","0","0","36","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Smoke/M_FogSheet_Fire_03.M_FogSheet_Fire_03","0","0","8","1","0.000000","0","0"
"/Game/MegaPack/Charaters/SEAWarriorUE4/Materials/M_keris.M_keris","0","0","33","1","0.000000","0","0"
"/Game/MegaPack/Charaters/SEAWarriorUE4/Materials/M_head.M_head","0","0","24","1","0.000000","0","0"
"/Game/MegaPack/Charaters/SEAWarriorUE4/Materials/M_hair.M_hair","0","0","70","1","0.000000","0","0"
"/Game/MegaPack/Charaters/SEAWarriorUE4/Materials/M_body.M_body","0","0","24","1","0.000000","0","0"
"/Game/MegaPack/Charaters/SEAWarriorUE4/Materials/M_armor.M_armor","0","0","24","1","0.000000","0","0"
"/Game/ProyectoX/arr/materials/TransparentBlack1.TransparentBlack1","0","0","40","1","0.000000","0","0"
"/Game/ProyectoX/arr/materials/PureRed.PureRed","0","0","33","1","0.000000","0","0"
"/Game/M5VFXVOL2/Materials/Master/Smoke1_Mat.Smoke1_Mat","0","0","112","1","0.000000","0","0"
"/Game/M5VFXVOL2/Materials/Master/Basic_Emi_Mat.Basic_Emi_Mat","0","0","84","1","0.000000","0","0"
"/Game/M5VFXVOL2/Materials/Master/Distortion_Mat.Distortion_Mat","0","0","36","1","0.000000","0","0"
"/Game/M5VFXVOL2/Materials/Master/Sequence_Mat.Sequence_Mat","0","0","112","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Game/ProyectoX/martin/Modelos3D/Rocas/rock7.rock7","0","0","21","1","0.000000","0","0"
"/Game/ProyectoX/martin/Modelos3D/Rocas/rock2.rock2","0","0","21","1","0.000000","0","0"
"/Game/ProyectoX/martin/materials/T_CobbleStone_Smooth_Mat.T_CobbleStone_Smooth_Mat","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","0","21","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_AuraCircle.M_AuraCircle","0","0","20","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_waterDust02.M_ky_waterDust02","0","0","24","1","0.000000","0","0"
"/Game/MegaPack/Effects/AdvancedMagicFX13/Materials/M_ky_polarGlow02.M_ky_polarGlow02","0","0","48","1","0.000000","0","0"
"/Game/MegaPack/Effects/AdvancedMagicFX13/Materials/M_ky_lensFlare02.M_ky_lensFlare02","0","0","40","1","0.000000","0","0"
"/Game/MegaPack/Effects/AdvancedMagicFX13/Materials/M_ky_primitiveColor.M_ky_primitiveColor","0","0","252","3","0.000000","0","0"
"/Game/MegaPack/Effects/AdvancedMagicFX13/Materials/M_ky_flare01_primitive.M_ky_flare01_primitive","0","0","450","6","0.000000","0","144"
"/Game/MegaPack/Charaters/Darken_GHS/Material/Green_master/m_darken_ghs_green_1003.m_darken_ghs_green_1003","0","0","24","1","0.000000","0","0"
"/Game/MegaPack/Charaters/Darken_GHS/Material/Green_master/m_darken_ghs_green_1002.m_darken_ghs_green_1002","0","0","24","1","0.000000","0","0"
"/Game/MegaPack/Charaters/Darken_GHS/Material/Green_master/m_darken_ghs_green_1001.m_darken_ghs_green_1001","0","0","24","1","0.000000","0","0"
"/Game/ProyectoX/arr/materials/GlassBlack.GlassBlack","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","0","21","1","0.000000","0","0"
"/Game/MegaPack/Environment/Tropical_Jungle_Pack/Materials/Masters/M_Plant_WIND_PHYSICS.M_Plant_WIND_PHYSICS","0","0","490","5","0.000000","0","980"
"/Game/MegaPack/Environment/Tropical_Jungle_Pack/Materials/Masters/M_Imposters.M_Imposters","0","0","98","1","0.000000","0","294"
"/Game/MegaPack/Effects/AdvancedMagicFX13/Materials/M_ky_trailGround01.M_ky_trailGround01","0","0","72","1","0.000000","0","0"
"/Game/MegaPack/Effects/AdvancedMagicFX13/Materials/M_ky_stone02.M_ky_stone02","0","0","120","1","0.000000","0","0"
"/Game/MegaPack/Effects/AdvancedMagicFX13/Materials/M_ky_slash01_4x4.M_ky_slash01_4x4","0","0","80","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Game/MegaPack/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","0","46","1","0.000000","0","0"
"/Game/ProyectoX/arr/materials/MirrorBlack.MirrorBlack","0","0","21","1","0.000000","0","0"
"/Game/ProyectoX/arr/materials/M_Black.M_Black","0","0","78","1","0.000000","0","0"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","0","30","1","0.000000","0","0"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","0","0","21","1","0.000000","0","42"
"/Game/ProyectoX/arr/materials/PureColor.PureColor","0","0","12","1","0.000000","0","0"
"/Game/MegaPack/Charaters/ParagonGideon/Characters/Heroes/Gideon/Materials/M_Gideon_Upperbody_Skin.M_Gideon_Upperbody_Skin","0","152","5","1","392.310364","152","3648"
"/Game/MegaPack/Charaters/ParagonGideon/Characters/Heroes/Gideon/Materials/M_Gideon_Ring_Glow.M_Gideon_Ring_Glow","0","45","4","1","90.872223","45","394"
"/Game/MegaPack/Charaters/ParagonGideon/Characters/Heroes/Gideon/Materials/M_Gideon_Head.M_Gideon_Head","0","92","10","1","168.827728","92","1224"
"/Game/MegaPack/Charaters/ParagonGideon/Characters/Global/Eyes/Materials/M_EyeRefractive.M_EyeRefractive","0","165","12","1","502.304443","165","4352"
"/Game/MegaPack/Charaters/ParagonGideon/Characters/Global/Mouth/Materials/M_Mouth_Master.M_Mouth_Master","0","105","7","1","256.258484","105","1564"
"/Game/MegaPack/Charaters/ParagonGideon/Characters/Global/Eyes/Materials/M_TearLine.M_TearLine","0","193","4","1","2191.085693","193","5583"
"/Game/MegaPack/Charaters/ParagonGideon/Characters/Global/Eyes/Materials/M_TearDuct_2.M_TearDuct_2","0","165","10","1","483.387695","165","3133"
"/Game/MegaPack/Charaters/ParagonGideon/Characters/Global/Eyes/Materials/M_Eye_Occlusion.M_Eye_Occlusion","0","75","11","1","265.448273","75","1203"
"/Game/MegaPack/Charaters/ParagonGideon/Characters/Global/Eyelash/M_EyelashMaster.M_EyelashMaster","0","107","6","1","367.599945","107","1598"
"/Game/ProyectoX/arr/materials/M_Blue_Inv.M_Blue_Inv","0","40","10","1","86.987213","0","130"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","0","42","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","0","112","1","0.000000","0","112"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","0","0","42","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","0","84","1","0.000000","0","84"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","0","32","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","0","36","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","0","4","2","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","0","0","2","1","0.000000","0","0"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","0","2","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","0","0","33","1","0.000000","0","0"
"/Game/MegaPack/Environment/Tropical_Jungle_Pack/Materials/Functions/MF_SharpenFilter.MF_SharpenFilter","0","0","4","1","0.000000","0","0"
"/Game/MegaPack/Environment/Tropical_Jungle_Pack/Materials/Masters/M_Grass_WIND_PHYSICS.M_Grass_WIND_PHYSICS","0","0","196","2","0.000000","0","294"
"/Game/MegaPack/Environment/Tropical_Jungle_Pack/Materials/Masters/M_Sky.M_Sky","0","0","40","1","0.000000","0","0"
"/Game/MegaPack/Environment/Tropical_Jungle_Pack/Materials/Landscape/M_Landscape_Tropical.M_Landscape_Tropical","0","0","899","9","0.000000","0","0"
"/Game/MegaPack/Environment/Tropical_Jungle_Pack/Materials/Particle/M_LeafFallen.M_LeafFallen","0","0","138","1","0.000000","0","0"
"/Game/MegaPack/Environment/Tropical_Jungle_Pack/Materials/Masters/M_Water_01.M_Water_01","0","0","80","1","0.000000","0","0"
"/Game/MegaPack/Environment/Tropical_Jungle_Pack/Materials/Masters/M_Waterfall.M_Waterfall","0","0","82","1","0.000000","0","0"
"/Game/MegaPack/Environment/Tropical_Jungle_Pack/Materials/Masters/M_Tree_Foliage_WIND.M_Tree_Foliage_WIND","0","0","294","3","0.000000","0","392"
"/Game/MegaPack/Environment/Tropical_Jungle_Pack/Materials/Masters/M_Rock_Master.M_Rock_Master","0","0","212","2","0.000000","0","0"
"/Game/MegaPack/Environment/Tropical_Jungle_Pack/Materials/Masters/M_Tree_Trunk_WIND.M_Tree_Trunk_WIND","0","0","92","1","0.000000","0","0"
"/Game/MegaPack/Environment/Tropical_Jungle_Pack/Materials/Impostor/M_Impostor_SimpleOffset.M_Impostor_SimpleOffset","0","0","98","1","0.000000","0","0"
"/Game/MegaPack/Environment/Tropical_Jungle_Pack/Materials/Masters/M_Tree_TR_PivotP1.M_Tree_TR_PivotP1","0","0","138","1","0.000000","0","0"
