"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","24","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","76","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","53","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","962","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","36","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Game/ProyectoX/arr/materials/TransparentBlack1.TransparentBlack1","0","40","20","1","26.460400","0","115"
"/Game/MegaPack/Effects/AdvancedMagicFX13/Materials/M_ky_starDust.M_ky_starDust","0","180","12","2","76.128036","0","2363"
"/Game/MegaPack/Effects/FXVarietyPack/Materials/M_ky_primitive_dyn2.M_ky_primitive_dyn2","0","90","11","2","34.590393","0","356"
"/Game/MegaPack/Effects/FXVarietyPack/Materials/M_ky_polar.M_ky_polar","0","104","63","4","28.318241","0","388"
"/Game/MegaPack/Effects/FXVarietyPack/Materials/M_ky_flare_flash.M_ky_flare_flash","0","64","14","2","23.287642","0","296"
"/Game/MegaPack/Effects/AdvancedMagicFX12/Materials/M_ky_starDust.M_ky_starDust","0","90","9","1","40.510086","0","889"
"/Game/MegaPack/Effects/AdvancedMagicFX13/Materials/M_ky_primitive_dyn02.M_ky_primitive_dyn02","0","162","25","2","73.995178","0","992"
"/Game/MegaPack/Effects/AdvancedMagicFX13/Materials/M_ky_flare_flash.M_ky_flare_flash","0","112","13","2","23.651077","0","563"
"/Game/MegaPack/Effects/AdvancedMagicFX13/Materials/M_ky_primitiveColor.M_ky_primitiveColor","0","162","107","3","76.917679","0","1011"
"/Game/MegaPack/Effects/AdvancedMagicFX13/Materials/M_ky_flare01_primitive.M_ky_flare01_primitive","0","216","266","6","66.925888","0","1473"
"/Game/MegaPack/Environment/EF_Grounds/PN_interactiveSpruceForest/Materials/MasterMaterials/MA_Summer.MA_Summer","0","376","621","10","322.651550","0","3442"
"/Game/MegaPack/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","46","8","1","18.259373","0","191"
"/Game/MegaPack/Charaters/ParagonGideon/Characters/Heroes/Gideon/Materials/M_Gideon_OuterRing_Particle.M_Gideon_OuterRing_Particle","0","284","21","2","264.948151","284","5107"
"/Game/MegaPack/Charaters/ParagonGideon/Characters/Heroes/Gideon/Materials/M_Gideon_Upperbody.M_Gideon_Upperbody","0","152","171","2","183.680176","152","3534"
"/Game/MegaPack/Charaters/ParagonGideon/Characters/Global/Hair/Materials/M_HairSheet_Master2.M_HairSheet_Master2","0","350","21","2","220.463242","175","8082"
"/Game/MegaPack/Effects/AdvancedMagicFX12/Materials/M_ky_aura14.M_ky_aura14","0","126","20","2","56.931938","0","735"
"/Game/ProyectoX/arr/materials/PureRed.PureRed","0","0","33","1","0.000000","0","0"
"/Game/MegaPack/Effects/AdvancedMagicFX12/Materials/M_ky_dust02uni_4x4.M_ky_dust02uni_4x4","0","90","10","1","52.308617","0","626"
"/Game/MegaPack/Effects/AdvancedMagicFX12/Materials/M_ky_waterDust.M_ky_waterDust","0","192","1","1","131.413544","0","2186"
"/Game/MegaPack/Effects/AdvancedMagicFX12/Materials/M_ky_shockwave07.M_ky_shockwave07","0","60","5","1","23.686314","0","338"
"/Game/MegaPack/Effects/AdvancedMagicFX13/Materials/M_ky_gaseous03.M_ky_gaseous03","0","56","10","1","30.132929","0","339"
"/Game/MegaPack/Effects/AdvancedMagicFX13/Materials/M_ky_shockwave08.M_ky_shockwave08","0","60","10","1","25.416910","0","331"
"/Game/MegaPack/Effects/AdvancedMagicFX13/Materials/M_ky_empty.M_ky_empty","0","48","8","1","20.532730","0","238"
"/Game/MegaPack/Effects/InfinityBladeEffects/Effects/Masters/M_Add_Sprite_Master.M_Add_Sprite_Master","0","32","10","1","11.102057","0","136"
"/Game/MegaPack/Effects/InfinityBladeEffects/Effects/Masters/M_Add_Sprite_SubUV_Master.M_Add_Sprite_SubUV_Master","0","32","10","1","11.191602","0","100"
"/Game/MegaPack/Effects/InfinityBladeEffects/Effects/Masters/M_Trans_Sprite_Master_DepthFade.M_Trans_Sprite_Master_DepthFade","0","24","7","1","8.960497","0","62"
"/Game/MegaPack/Effects/InfinityBladeEffects/Effects/Masters/M_Add_Sprite_Master_DepthFade.M_Add_Sprite_Master_DepthFade","0","32","6","1","14.225337","0","128"
"/Game/MegaPack/Effects/InfinityBladeEffects/Effects/Masters/M_Opaque_MeshEmit_Emis_Master.M_Opaque_MeshEmit_Emis_Master","0","4","4","1","1.575842","0","4"
"/Game/MegaPack/Effects/InfinityBladeEffects/Effects/Masters/M_Trans_Sprite_SubUV_Master.M_Trans_Sprite_SubUV_Master","0","32","5","1","12.375630","0","104"
"/Game/MegaPack/Effects/InfinityBladeEffects/Effects/Masters/M_Trans_Sprite_Master.M_Trans_Sprite_Master","0","32","7","1","12.001248","0","108"
"/Game/MegaPack/Effects/FXVarietyPack/Materials/M_ky_smoke01.M_ky_smoke01","0","24","34","2","10.110211","0","80"
"/Game/MegaPack/Effects/FXVarietyPack/Materials/M_ky_primitive.M_ky_primitive","0","75","10","1","26.599371","0","617"
"/Game/MegaPack/Effects/FXVarietyPack/Materials/M_ky_base_turbulence.M_ky_base_turbulence","0","40","10","1","17.167236","0","130"
"/Game/MegaPack/Effects/AdvancedMagicFX12/Materials/M_ky_base_turbulence.M_ky_base_turbulence","0","56","10","1","24.710585","0","240"
"/Game/MegaPack/Effects/AdvancedMagicFX12/Materials/M_ky_primitive.M_ky_primitive","0","105","4","1","16.168518","0","809"
"/Game/MegaPack/Effects/AdvancedMagicFX12/Materials/M_ky_dynDust.M_ky_dynDust","0","56","2","1","25.209469","0","272"
"/Game/MegaPack/Effects/AdvancedMagicFX12/Materials/M_ky_ice04.M_ky_ice04","0","80","2","1","30.181150","0","494"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","63","1","0.000000","0","0"
"/Game/MegaPack/Effects/InfinityBladeEffects/Effects/FX_Materials/ICE/M_IceChunksBase.M_IceChunksBase","0","32","4","1","12.008842","0","102"
"/Game/MegaPack/Effects/InfinityBladeEffects/Effects/Masters/M_Trans_Sprite_SubUV_Master_DepthFade.M_Trans_Sprite_SubUV_Master_DepthFade","0","24","8","1","9.442572","0","66"
"/Game/Mannequin/Character/Materials/M_Male_Body.M_Male_Body","0","0","156","2","0.000000","0","0"
"/Game/MegaPack/Effects/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_Tornado_Fire_Trans_03.M_Tornado_Fire_Trans_03","0","50","10","1","16.805370","0","238"
"/Game/MegaPack/Effects/InfinityBladeEffects/Effects/Masters/M_Trans_Sprite_Master_Surface.M_Trans_Sprite_Master_Surface","0","112","8","1","206.654999","0","977"
"/Game/MegaPack/Effects/InfinityBladeEffects/Effects/Masters/M_Add_Sprite_2Sided_Master.M_Add_Sprite_2Sided_Master","0","40","10","1","14.918427","0","130"
"/Game/MegaPack/Effects/InfinityBladeEffects/Effects/FX_Mobile/ICE/M_Tornado_Ice_Trans.M_Tornado_Ice_Trans","0","50","10","1","16.480648","0","190"
"/Game/MegaPack/Effects/AdvancedMagicFX12/Materials/M_ky_noiseSmoke2.M_ky_noiseSmoke2","0","56","4","1","27.577406","0","290"
"/Game/MegaPack/Effects/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Spark_C.M_Spark_C","0","24","10","1","9.323955","0","68"
"/Game/MegaPack/Effects/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Smoke_Wisp.M_Smoke_Wisp","0","84","10","1","44.694988","0","476"
"/Game/MegaPack/Effects/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Smoke_C.M_Smoke_C","0","84","8","1","47.555576","0","504"
"/Game/MegaPack/Effects/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Paper.M_Paper","0","84","1","1","44.012234","0","546"
"/Game/MegaPack/Effects/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Impact_A.M_Impact_A","0","24","6","1","8.827387","0","64"
"/Game/MegaPack/Effects/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Dirt_B.M_Dirt_B","0","84","10","1","43.108963","0","518"
"/Game/MegaPack/Effects/AdvancedMagicFX13/Materials/M_ky_fire03b.M_ky_fire03b","0","60","64","2","24.882559","0","306"
"/Game/MegaPack/Effects/AdvancedMagicFX13/Materials/M_ky_line.M_ky_line","0","40","6","1","19.140587","0","152"
"/Game/MegaPack/Effects/AdvancedMagicFX13/Materials/M_ky_aura18.M_ky_aura18","0","60","10","1","25.246319","0","337"
"/Game/MegaPack/Effects/FXVarietyPack/Materials/M_ky_subUV_dynRGB.M_ky_subUV_dynRGB","0","32","8","1","12.323609","0","110"
"/Game/MegaPack/Effects/FXVarietyPack/Materials/M_ky_empty.M_ky_empty","0","32","10","1","0.000000","0","129"
"/Game/ProyectoX/arr/materials/Melee_Player.Melee_Player","0","0","8","1","0.000000","0","0"
"/Game/MegaPack/Charaters/Saka_GHS/Material/m_saka_ghs_1003.m_saka_ghs_1003","0","24","2","1","10.908301","0","74"
"/Game/MegaPack/Charaters/Saka_GHS/Material/m_saka_ghs_1002.m_saka_ghs_1002","0","24","6","1","10.425720","0","64"
"/Game/MegaPack/Charaters/Saka_GHS/Material/m_saka_ghs_1001.m_saka_ghs_1001","0","0","24","1","0.000000","0","0"
"/Game/ProyectoX/arr/materials/Melee_Enemy.Melee_Enemy","0","0","8","1","0.000000","0","0"
"/Game/MegaPack/Weapons/Weapon_Pack/Materials/Weapons/M_WeaponSet_1.M_WeaponSet_1","0","33","10","1","17.732836","0","115"
"/Game/MegaPack/Effects/InfinityBladeEffects/Effects/FX_Materials/Smoke/M_FogSheet_Add_Ice_T3.M_FogSheet_Add_Ice_T3","0","8","8","1","3.315624","0","15"
"/Game/MegaPack/Charaters/Valhala_viking/materials/M_body.M_body","0","34","2","1","14.146296","0","124"
"/Game/MegaPack/Effects/InfinityBladeEffects/Effects/FX_Materials/Smoke/M_FogSheet_Fire_03.M_FogSheet_Fire_03","0","8","8","1","3.249168","0","8"
"/Game/MegaPack/Charaters/SEAWarriorUE4/Materials/M_keris.M_keris","0","33","2","1","15.063024","0","132"
"/Game/MegaPack/Charaters/SEAWarriorUE4/Materials/M_head.M_head","0","24","6","1","10.425179","0","62"
"/Game/MegaPack/Charaters/SEAWarriorUE4/Materials/M_hair.M_hair","0","66","3","1","24.810463","0","376"
"/Game/MegaPack/Charaters/SEAWarriorUE4/Materials/M_body.M_body","0","24","6","1","11.170046","0","62"
"/Game/MegaPack/Charaters/SEAWarriorUE4/Materials/M_armor.M_armor","0","24","10","1","11.004860","0","68"
"/Game/MegaPack/Effects/M5VFXVOL2/Materials/Master/Sequence_Mat.Sequence_Mat","0","112","10","1","53.524029","0","762"
"/Game/MegaPack/Effects/M5VFXVOL2/Materials/Master/Smoke1_Mat.Smoke1_Mat","0","112","4","1","64.608688","0","814"
"/Game/MegaPack/Effects/M5VFXVOL2/Materials/Master/Basic_Emi_Mat.Basic_Emi_Mat","0","84","8","1","44.202618","0","504"
"/Game/MegaPack/Effects/M5VFXVOL2/Materials/Master/Distortion_Mat.Distortion_Mat","0","36","10","1","13.451195","0","150"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Game/ProyectoX/martin/Modelos3D/Rocas/rock7.rock7","0","21","5","1","11.422398","0","53"
"/Game/ProyectoX/martin/Modelos3D/Rocas/rock2.rock2","0","21","6","1","11.274815","0","58"
"/Game/ProyectoX/martin/materials/T_CobbleStone_Smooth_Mat.T_CobbleStone_Smooth_Mat","0","75","10","1","30.174444","0","464"
"/Game/ProyectoX/arr/materials/GlassBlack.GlassBlack","0","21","10","1","14.092461","0","54"
"/Game/MegaPack/Effects/FXVarietyPack/Materials/M_ky_waterDust02.M_ky_waterDust02","0","24","6","1","10.962370","0","64"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","0","21","1","0.000000","0","0"
"/Game/MegaPack/Effects/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_AuraCircle.M_AuraCircle","0","20","10","1","7.691495","0","56"
"/Game/MegaPack/Effects/AdvancedMagicFX13/Materials/M_ky_polarGlow02.M_ky_polarGlow02","0","48","4","1","24.961330","0","259"
"/Game/MegaPack/Effects/AdvancedMagicFX13/Materials/M_ky_lensFlare02.M_ky_lensFlare02","0","40","8","1","24.163330","0","162"
"/Game/MegaPack/Charaters/Darken_GHS/Material/Green_master/m_darken_ghs_green_1003.m_darken_ghs_green_1003","0","24","10","1","15.897520","0","68"
"/Game/MegaPack/Charaters/Darken_GHS/Material/Green_master/m_darken_ghs_green_1002.m_darken_ghs_green_1002","0","0","24","1","0.000000","0","0"
"/Game/MegaPack/Charaters/Darken_GHS/Material/Green_master/m_darken_ghs_green_1001.m_darken_ghs_green_1001","0","24","10","1","12.271846","0","62"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","0","21","1","0.000000","0","0"
"/Game/MegaPack/StarterContent/Materials/M_Brick_Clay_Old1.M_Brick_Clay_Old1","0","21","5","1","13.215965","0","57"
"/Game/MegaPack/Materials/WaterMaterials/Materials/M_RapidsBank.M_RapidsBank","0","21","10","1","13.001164","0","57"
"/Game/MegaPack/Materials/WaterMaterials/Materials/M_PondScum.M_PondScum","0","40","4","1","112.206123","0","224"
"/Game/MegaPack/Environment/EF_Grounds/Common/MasterMaterial/Master_Props_Mat.Master_Props_Mat","0","204","352","5","48.464718","0","1559"
"/Game/MegaPack/Effects/AdvancedMagicFX13/Materials/M_ky_slash01_4x4.M_ky_slash01_4x4","0","80","10","1","35.046932","0","549"
"/Game/MegaPack/Effects/AdvancedMagicFX13/Materials/M_ky_trailGround01.M_ky_trailGround01","0","72","4","1","33.539833","0","408"
"/Game/MegaPack/Effects/AdvancedMagicFX13/Materials/M_ky_stone02.M_ky_stone02","0","110","10","1","45.114555","0","1027"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Game/ProyectoX/arr/materials/MirrorBlack.MirrorBlack","0","21","5","1","11.800541","0","57"
"/Game/ProyectoX/arr/materials/M_Black.M_Black","0","72","10","1","27.099724","0","432"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","0","0","21","1","0.000000","0","21"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","0","30","1","0.000000","0","0"
"/Game/ProyectoX/arr/materials/PureColor.PureColor","0","12","12","1","7.666299","0","22"
"/Game/ProyectoX/arr/materials/M_Blue_Inv.M_Blue_Inv","0","40","10","1","26.192039","0","159"
"/Game/MegaPack/Charaters/ParagonGideon/Characters/Heroes/Gideon/Materials/M_Gideon_Upperbody_Skin.M_Gideon_Upperbody_Skin","0","152","5","1","187.313995","152","3699"
"/Game/MegaPack/Charaters/ParagonGideon/Characters/Heroes/Gideon/Materials/M_Gideon_Ring_Glow.M_Gideon_Ring_Glow","0","45","10","1","40.383419","45","420"
"/Game/MegaPack/Charaters/ParagonGideon/Characters/Global/Eyes/Materials/M_TearLine.M_TearLine","0","193","3","1","830.184692","193","5254"
"/Game/MegaPack/Charaters/ParagonGideon/Characters/Global/Eyes/Materials/M_TearDuct_2.M_TearDuct_2","0","0","175","1","0.000000","0","175"
"/Game/MegaPack/Charaters/ParagonGideon/Characters/Global/Eyes/Materials/M_Eye_Occlusion.M_Eye_Occlusion","0","0","80","1","0.000000","0","80"
"/Game/MegaPack/Charaters/ParagonGideon/Characters/Heroes/Gideon/Materials/M_Gideon_Head.M_Gideon_Head","0","0","98","1","0.000000","0","98"
"/Game/MegaPack/Charaters/ParagonGideon/Characters/Global/Eyes/Materials/M_EyeRefractive.M_EyeRefractive","0","0","175","1","0.000000","0","175"
"/Game/MegaPack/Charaters/ParagonGideon/Characters/Global/Mouth/Materials/M_Mouth_Master.M_Mouth_Master","0","0","111","1","0.000000","0","111"
"/Game/MegaPack/Charaters/ParagonGideon/Characters/Global/Eyelash/M_EyelashMaster.M_EyelashMaster","0","0","110","1","0.000000","0","110"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","0","0","42","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","0","84","1","0.000000","0","84"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","0","32","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","0","36","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","0","42","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","0","112","1","0.000000","0","112"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","0","4","2","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","0","0","2","1","0.000000","0","0"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","0","2","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","0","0","33","1","0.000000","0","0"
"/Game/MegaPack/Materials/WaterMaterials/Materials/M_Waterfall_Foam.M_Waterfall_Foam","0","0","24","1","0.000000","0","0"
"/Game/MegaPack/Materials/WaterMaterials/Materials/M_WaterSplash.M_WaterSplash","0","0","90","1","0.000000","0","0"
"/Game/MegaPack/Materials/WaterMaterials/Materials/M_Waterfall.M_Waterfall","0","0","54","1","0.000000","0","0"
"/Game/MegaPack/Materials/WaterMaterials/Materials/M_Ocean.M_Ocean","0","55","2","1","83.406746","0","338"
"/Game/MegaPack/Materials/WaterMaterials/Materials/M_Sand.M_Sand","0","21","3","1","21.226976","0","54"
"/Game/MegaPack/Materials/WaterMaterials/Materials/M_Riverbank.M_Riverbank","0","21","4","1","21.852747","0","57"
